position,age,games_played,games_started,minutes_played_per_game,field_goals_per_game,field_goals_attempts_per_game,three_point_field_goals_per_game,three_point_field_goals_attempts_per_game,two_point_field_goals_per_game,two_point_field_goals_attempts_per_game,free_throws_per_game,free_throws_attempts_per_game,offensive_rebounds_per_game,defensive_rebounds_per_game,total_rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game,personal_fouls_per_game,points_per_game
PG,22,3,0,9.7,0.3,2,0.3,1.3,0,0.7,0,0,0,0.7,0.7,1.3,0,0,0.3,0.3,1
SF,31,27,3,29,6,14.9,3.4,9.3,2.7,5.5,2.1,2.4,0.4,3.3,3.7,1.6,0.4,0,0.9,1.2,17.6
SG,34,24,24,33.5,5.1,11,2.6,6.1,2.5,4.8,4.4,5,0.4,4.4,4.8,7.7,1.5,0.8,2.4,2.2,17.3
SG,21,26,1,13.9,2.4,6.8,1.2,3.4,1.3,3.4,0.8,1.3,0.3,1.6,1.9,1.5,0.4,0,0.7,1.2,6.8
PF,23,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
SG,29,23,5,22.8,2.5,5.8,1.3,4,1.2,1.8,1,1.3,0.6,1.2,1.8,1.9,0.9,0.2,0.5,1.7,7.4
SG,32,12,0,11.5,0.8,2.6,0.6,2,0.3,0.6,0.1,0.2,0.3,0.7,0.9,0.8,0.3,0.2,0.3,1.3,2.3
PF,31,29,29,34.1,6.3,12.3,1.2,3.3,5.1,9,3,3.3,0.9,5.2,6.1,2.9,0.9,0.4,1.7,1.8,17
SG,30,3,0,2,0.3,0.7,0,0,0.3,0.7,0,0,0,0.7,0.7,0,0,0.3,0,0,0.7
SF,28,29,5,27.8,3,6.6,1,2.9,2.1,3.7,0.6,0.8,1,4.8,5.8,2.8,1,0.2,1.1,1.9,7.7
C,25,29,3,21.4,2.5,4.1,0,0.1,2.4,4,1.3,2,3.2,3.6,6.8,1.4,0.8,0.9,0.9,2.8,6.3
SF,26,29,3,22.6,3,6.6,2.4,5.7,0.6,0.9,0.3,0.3,0.9,2.6,3.4,1,0.5,0.3,0.5,1.5,8.6
SG,21,27,9,23.9,3.5,9.2,2.2,6,1.3,3.2,1.5,1.7,0.6,2.5,3.1,1.5,0.4,0,0.8,1.7,10.7
C,23,28,1,10.6,1.2,1.8,0,0.1,1.2,1.6,0.5,1,0.5,1.4,1.9,0.4,0.2,0.4,0.6,1.9,2.9
PG,22,25,21,26.4,3.6,8.6,0.7,2.4,2.9,6.2,1.1,1.6,0.4,2.7,3.1,4.4,1,0.6,1.1,1.9,9.1
SF,33,24,24,32.3,5.7,12,0.9,2.5,4.8,9.6,2.5,3.3,1,3.8,4.8,4.6,1.1,0.5,2.1,1.8,14.8
PG,19,19,5,26.1,4,10.9,0.9,3.8,3.1,7.1,1.8,2.4,0.7,2,2.7,4.1,0.6,0.2,3.1,3.8,10.8
PF,20,10,0,17.2,2.1,5.2,1,3,1.1,2.2,0.6,0.8,1.1,1.6,2.7,0.5,0.8,0.6,0.7,1.1,5.8
SG,24,12,12,34.4,8.9,19.4,3.4,8,5.5,11.4,2.8,3.2,0.6,4.8,5.3,4.4,1.3,0.1,2.8,1.4,24
SF,31,28,16,26.4,4.9,11,2.9,7.6,2,3.4,0.6,0.8,0.8,2.5,3.3,2.6,0.9,0.7,1.6,2,13.4
PF,27,19,14,21.1,2.3,5.4,1.1,3.3,1.2,2.1,0.6,0.8,0.9,1.9,2.8,1.5,1.1,0.6,0.9,2.2,6.3
SG,24,5,0,5.2,0.8,1.8,0.8,1,0,0.8,0,0,0.4,0.6,1,0.2,0,0,0.2,1,2.4
SG,25,7,0,5.9,0.7,2.1,0.4,1.7,0.3,0.4,0.1,0.3,0,0,0,0.7,0.1,0.1,0.1,0.6,2
PG,27,25,1,18,2.5,5.6,1.3,3,1.2,2.6,0.6,0.7,0.3,1.6,1.9,1.6,0.5,0.1,0.6,1.8,6.9
PG,33,27,27,34.4,5,10.8,1.9,4.6,3.1,6.2,1.1,1.3,1.7,5,6.7,4.9,0.9,0.9,2,1.8,13.1
SG,34,17,6,15.3,1.7,3.2,1.1,2.2,0.6,1,0,0,0.2,1.2,1.5,1.2,0.6,0.1,0.3,1.3,4.5
C,30,15,1,10.8,1.5,3,0,0,1.5,3,0.6,1.2,1.7,2.3,3.9,0.5,0.1,0.4,0.7,1.5,3.5
C,21,27,27,29.9,6.3,11.9,1.5,4.1,4.7,7.8,3.2,3.7,1.7,6.3,8,2.4,0.8,2.7,1.8,2.7,17.2
SG,20,5,0,10.4,0.8,3.6,0.2,1.6,0.6,2,1,2,0.2,1,1.2,0.8,0,0.2,0.8,1.4,2.8
C,37,25,10,26.5,2.8,6.1,1.4,3.9,1.4,2.2,0.4,0.4,1.6,5.6,7.1,2.8,0.4,1,0.9,1.7,7.5
PG,23,28,11,22.9,4.3,10.2,1.3,3.9,2.9,6.3,1.5,1.9,0.4,2.3,2.7,4.5,1.1,0.4,1.8,2.2,11.4
SF,30,18,0,12,1.2,2.9,0.6,1.6,0.6,1.3,0.7,1,0.4,0.8,1.2,0.8,0.3,0.1,0.7,0.8,3.8
SF,21,19,0,11.2,1.2,2.9,1,2.7,0.2,0.2,0.4,0.4,0.4,1.2,1.5,0.4,0.2,0.1,0.2,0.9,3.7
SF,20,8,0,4.3,0.5,1.9,0.3,1.4,0.3,0.5,0.1,0.3,0.1,0.4,0.5,0.4,0,0,0.3,0.1,1.4
SG,25,27,27,25.1,4,9.4,2,5.7,2,3.7,0.7,0.9,0.6,3.3,3.9,2.7,0.7,0.3,0.7,2.3,10.8
C,25,2,0,1,0.5,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1
SF,26,24,24,30.3,5.1,11,1.9,4.8,3.2,6.3,2.8,3.1,0.6,3.5,4.1,1.4,0.8,0.4,1.5,3,14.9
PG,23,15,2,15.1,2.8,6.9,1.3,3.7,1.5,3.3,0.7,0.8,0.1,0.9,1,1.8,0.5,0,1.3,1.5,7.6
SF,36,24,0,18.2,1.6,3.9,1,2.5,0.6,1.5,0.7,0.8,0.5,2.3,2.8,3.4,0.8,0.1,0.8,1.5,4.9
SF,26,27,27,33.5,8.7,17.4,1.3,4,7.4,13.4,4.4,5.4,0.6,4.2,4.8,5.3,0.7,0.3,2.7,2.1,23.1
SG,31,17,17,31.8,8.6,18.2,2.5,6.6,6.1,11.6,3.3,3.6,0.6,3.4,3.9,5.2,1.2,0.3,1.4,1.8,23
PF,26,21,0,13.6,2.3,5,0.6,2.2,1.7,2.8,1.2,1.5,1.1,3,4.1,0.3,0.9,1.2,0.6,1.3,6.4
SG,21,25,9,25,4.4,9.5,1,3.3,3.4,6.2,2.8,3.5,0.8,2.4,3.2,3,0.8,0.6,2.1,2.7,12.6
SG,22,24,5,10.5,1,1.9,0.5,1,0.6,0.8,0.1,0.2,0.9,0.9,1.8,1,0.3,0,0.5,1.8,2.7
PF,19,4,0,4.8,0.8,2.5,0.5,1.3,0.3,1.3,0,0,0.3,0.5,0.8,0,0.3,0.3,0.3,0.5,2
C,22,20,1,14.2,3,4.5,0,0.1,3,4.4,1.3,1.8,1.6,2.8,4.4,1,0.6,1.4,0.5,2.9,7.2
C,24,28,28,31.3,7.3,15.8,1.6,5,5.7,10.8,5.2,6.3,1.5,4.1,5.6,1.6,0.7,1.7,2.1,3.6,21.4
PG,33,32,14,24.5,5,10.6,1.5,4,3.5,6.5,1,1.4,0.3,1.8,2.2,4.4,0.6,0.2,1.6,2.1,12.5
PF,23,20,0,10.9,2,3,0,0,2,3,1,1.7,1.5,2.1,3.5,0.9,0.3,0.7,0.6,1.7,4.9
PF,39,28,28,34.3,9.4,17.4,2.3,5.5,7.1,11.9,4.3,5.8,1,6.8,7.8,7.3,1.5,0.7,3.4,1,25.4
SF,22,30,7,28.9,5.3,10.3,1.1,2.9,4.2,7.4,2,2.3,1.3,2.6,3.9,2.5,1,0.3,1.6,2.5,13.7
SG,26,10,0,3,0.5,1.2,0.1,0.5,0.4,0.7,0,0.2,0,0.5,0.5,0.2,0,0,0.1,0.2,1.1
SG,26,2,0,7.5,1,2,0,0.5,1,1.5,0,0,0.5,0,0.5,1.5,0,0,0.5,1,2
SG,24,27,0,20.6,3.1,7.3,2.3,5.6,0.8,1.7,1,1.2,0.2,2.2,2.4,1.1,0.8,0.4,0.6,1.2,9.6
PF,27,22,22,28.6,5.4,11.5,2.5,6.1,2.9,5.4,1.4,1.7,1.4,3.5,4.9,2.5,0.8,0.1,1.1,1.9,14.5
SF,22,15,12,29.9,5.7,9.5,1.1,2.7,4.5,6.9,1.7,2.2,1.3,5.9,7.3,2.4,1.1,1,2,2.2,14.1
PF,36,3,0,5.3,0.3,0.7,0,0,0.3,0.7,0,0,0.3,0.7,1,1.3,0.3,0,0.3,0.7,0.7
SF,24,27,26,32.7,6.3,13.6,1.9,5.4,4.4,8.1,2.6,3.5,1.3,5.1,6.4,3.9,0.9,0.3,1.8,2.4,17.2
SF,23,1,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C,28,31,31,33.7,10.1,18.6,1.1,3.5,8.9,15.1,5.1,6.3,3.3,9.1,12.3,9.2,1.2,0.8,2.6,2.7,26.4
SG,21,12,0,6.4,1.2,2.6,0.1,0.7,1.1,1.9,0.2,0.3,0.6,0.8,1.3,0.2,0.2,0.1,0.3,0.9,2.6
C,28,13,0,5.3,0.5,1,0.1,0.2,0.5,0.8,0.2,0.2,0.3,0.8,1.1,0.3,0.2,0.2,0.4,0.7,1.3
SF,26,29,28,25,3.8,7.8,1.6,4.4,2.1,3.4,1.2,1.7,1.2,2.3,3.6,1.1,0.8,0.8,0.8,1.7,10.4
SF,25,27,27,29.6,3.7,7.9,1.1,3.3,2.6,4.6,2.3,2.7,1.3,2.7,4,2.7,1.5,1,1.3,3.2,10.8
PG,24,24,0,23.1,3.2,6.8,0.6,2.1,2.6,4.7,1.1,1.3,0.4,2,2.4,4.9,0.8,0.2,1.5,1.2,8
PG,27,28,28,27.6,5.2,9.6,1.4,3.4,3.8,6.3,0.5,0.7,0.3,2.8,3,5.4,1.2,0.3,0.8,0.8,12.3
C,35,12,1,13.3,1.9,3.3,0,0,1.9,3.3,0.9,2.6,1.8,3,4.8,1,0.3,0.4,0.9,1.7,4.8
PG,32,14,0,10.3,0.6,2.5,0.3,1.6,0.4,0.9,0.3,0.5,0.1,0.7,0.9,1.8,0.3,0.1,0.5,0.9,1.9
PF,20,4,1,12,1,3,0.8,1.8,0.3,1.3,0.8,1,0.3,5.5,5.8,2.3,0.3,0,1.3,2.3,3.5
SG,22,1,0,4,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
SG,27,8,0,21.5,2.6,7.3,2.1,5.8,0.5,1.5,0.9,0.9,0.4,2.5,2.9,2,0.6,0.1,0.6,0.5,8.3
C,22,22,12,25.1,4,6.7,0.1,0.6,3.9,6.1,0.7,1.4,3.1,5.2,8.3,0.9,0.4,2.7,1.3,2,8.7
SF,26,6,0,2.5,0.2,0.8,0,0.3,0.2,0.5,0.2,0.3,0,0.5,0.5,0.8,0,0,0,0.5,0.5
SF,24,27,1,23,3.9,8.6,2,5.4,1.8,3.1,1.5,2,0.4,1.9,2.3,1.5,0.4,0.2,1,1.8,11.2
C,32,5,1,18,0.8,3.2,0.6,1.8,0.2,1.4,1.2,2,0.8,3.4,4.2,2,0.2,0.2,0.8,1.6,3.4
SF,24,11,2,15.8,2.5,4.9,1.2,2.6,1.4,2.3,0.5,0.5,0.5,1.8,2.3,0.5,0.5,0.2,0.8,1.5,6.7
SF,27,23,2,17.7,1.2,3.3,0.7,2.2,0.5,1.1,0.3,0.3,1,3.1,4.2,1.4,0.7,0.7,0.5,1.1,3.4
SG,26,20,0,6.9,0.7,1.8,0.3,1,0.4,0.9,0.4,0.5,0.1,0.5,0.5,0.5,0.5,0,0.4,0.5,1.9
C,28,17,0,12.9,1.9,2.5,0,0,1.9,2.5,0.6,0.7,1.5,1.8,3.3,0.6,0.5,0.8,0.4,1.1,4.4
PF,21,29,8,21.7,4.6,9.2,0.7,2.3,3.9,6.8,2.5,3.8,1.1,2.7,3.8,1.2,0.6,0.3,1.2,2.3,12.5
PF,28,28,28,31.1,8.9,18.9,2.4,6.5,6.5,12.4,2.9,3.8,0.9,5.4,6.2,4.2,0.3,0.6,2.5,2,23
C,28,17,0,8.9,0.6,1.9,0.1,0.8,0.5,1.2,0.3,0.4,0.9,1,1.9,0.6,0.3,0.2,0.5,0.8,1.7
PF,22,8,0,12.4,1.4,4,0.4,2.5,1,1.5,0.1,0.3,0.6,0.8,1.4,0.6,0.1,0,0.5,1.9,3.3
SG,28,18,18,35.3,7.3,16.6,2.4,7.1,4.9,9.4,3.9,4.6,0.3,4.6,4.9,3.4,0.9,0.2,2,2.1,21
SG,23,13,0,9.8,1.7,3.4,0.5,1.8,1.2,1.6,0.4,0.6,0.5,0.8,1.2,0.5,0.5,0.1,0.5,0.5,4.3
PG,24,5,0,6.2,1.2,3,0,0.8,1.2,2.2,0.8,0.8,0.6,0.6,1.2,1.4,0.2,0.4,0.2,0.6,3.2
C,30,6,0,6.8,1,1.3,0,0.2,1,1.2,0.5,1.2,1.2,1.5,2.7,0.8,0.2,0.8,0.3,0.3,2.5
SF,32,27,27,34.5,9,17.3,2.3,5.4,6.7,11.9,4,4.5,1.1,4.9,5.9,3.5,1.5,0.7,1.5,1.5,24.4
SG,29,22,1,29.3,5.5,13.3,1.7,5.4,3.8,7.9,2.4,3.2,0.5,3.1,3.6,3.7,1.1,0.4,1.5,1.7,15.1
PG,22,13,0,10.1,1.2,3.6,0.2,1.3,1,2.3,0.6,0.7,0.2,0.6,0.8,1.4,0.4,0.1,0.5,0.6,3.1
SF,21,12,0,4.4,0.1,0.8,0.1,0.3,0,0.5,0,0,0.1,0.2,0.3,0.3,0.2,0,0.4,0.2,0.3
PF,23,3,0,3,0.3,1.3,0,1,0.3,0.3,0.7,0.7,0,0.7,0.7,0,0,0.3,0.3,0.3,1.3
PG,33,28,28,35.4,7.6,17.5,3.3,8.8,4.3,8.6,7.6,8.3,0.6,3.9,4.5,7,1.1,0.2,2.8,1.6,26.2
PF,23,22,2,15.6,1.9,3.9,0.7,2.1,1.1,1.7,0.7,0.8,0.6,1.8,2.5,0.7,0.5,0.4,0.5,1.4,5.1
C,19,24,23,25.6,4.3,5.7,0,0.1,4.3,5.6,0.9,1.6,2.9,5,7.8,1.1,0.6,1.5,1.2,3,9.4
PF,25,14,1,19.9,1.5,5.5,0.9,3.7,0.6,1.8,0.6,0.8,0.5,1.7,2.2,1.1,0.6,0.1,0.8,1.6,4.4
SF,20,6,0,3.7,0.5,0.7,0.2,0.2,0.3,0.5,0,0,0.2,0.7,0.8,0.2,0.2,0,0.2,0.3,1.2
C,27,30,27,21.4,2.2,3.9,0,0,2.2,3.9,0.9,1.2,2.6,5.1,7.8,2.7,0.7,0.3,0.9,2.4,5.3
C,35,30,30,30.9,4.8,9.8,1.7,5,3.1,4.8,1.7,2.1,1.5,3.4,4.9,1.3,0.8,2.9,0.9,2.8,13
C,35,7,0,3,0.1,0.6,0.1,0.4,0,0.1,0.3,0.3,0,0.1,0.1,0.3,0,0.1,0.1,0.4,0.7
PF,35,23,5,18.7,2.9,6.8,1.9,5.1,1,1.7,1.7,2,0.9,5.9,6.7,2.6,0.4,0.1,0.7,1.8,9.3
PG,37,28,28,29.3,3.1,6.8,2,4.6,1.1,2.2,1.1,1.3,0.7,3,3.7,4.1,1.1,0.4,1.4,2.7,9.4
SF,23,3,0,9.7,0.7,3,0.3,2.3,0.3,0.7,0,0,0.3,0.7,1,0,0,0,0,1.7,1.7
PF,28,15,0,19.9,2.2,5.3,1.2,3.9,1,1.5,0.9,1.5,1.1,4.4,5.5,1.5,0.1,0.3,0.7,1.7,6.5
PG,22,13,1,15.4,1.5,5.1,0.4,2.3,1.1,2.8,0.8,0.9,0.3,1.5,1.8,2.2,0.5,0,1.2,1.4,4.2
C,24,13,0,7.8,1,2.4,0.4,1.4,0.6,1,0.8,0.9,0.8,1.4,2.2,1.2,0.2,0.3,0.5,0.8,3.2
SG,27,23,19,26.4,2.5,6.4,0.7,3,1.9,3.4,0.7,1,1,2.4,3.4,2,0.7,0.4,0.7,1.9,6.3
PG,22,10,0,9.4,1.6,3.2,0.5,1.3,1.1,1.9,0.1,0.1,0.3,1.4,1.7,1.5,0.3,0,0.8,0.3,3.8
C,35,3,0,6.7,1.7,3,0,0.3,1.7,2.7,0,0.3,0.7,2,2.7,1,0,0.3,0,0.7,3.3
PF,26,20,20,33.4,8.1,16.6,3.2,8.3,5,8.3,4.3,5.1,2.1,6.5,8.6,1.5,1,0.7,1.3,2.2,23.7
SF,26,21,0,19.7,2.8,6.1,1.2,2.8,1.6,3.3,1.8,2.2,1.2,3,4.2,2.4,0.8,0.2,1.1,1.3,8.5
SF,28,20,10,26.5,4.3,9.6,1.3,3.3,3,6.3,1.3,1.9,1.3,3.8,5.1,2.3,0.8,0.3,1.4,2.3,11
SF,28,1,0,17,3,5,0,0,3,5,0,0,0,0,0,0,0,0,1,1,6
SF,23,18,0,6.6,0.8,1.6,0.1,0.3,0.7,1.3,0.2,0.4,0.3,0.6,0.9,0.6,0.5,0.1,0.3,0.9,1.8
SG,27,17,3,11.6,0.9,2.2,0.9,2.2,0,0.1,0,0.1,0.2,0.9,1.1,0.2,0.4,0.1,0.4,1.7,2.6
SF,21,28,12,25,4.8,10.9,1.3,3.4,3.6,7.5,2.6,3.1,1.1,2.6,3.7,2.1,0.6,0.2,1.4,2,13.5
SG,37,17,1,11.7,0.6,2.3,0.4,1.8,0.2,0.5,0.8,1.1,0.2,1.2,1.5,0.6,0.5,0.1,0.3,1.4,2.4
PG,23,28,28,37.4,8.9,19.5,3.3,8.3,5.7,11.2,4.8,5.4,0.5,3.3,3.8,6.7,0.8,0.5,1.5,2,25.9
PG,23,18,0,4.6,0.7,1.4,0.4,0.9,0.3,0.5,0.1,0.1,0.1,0.2,0.3,0.4,0.3,0,0,0.6,1.9
PG,32,17,17,33.2,7.1,15.3,3.2,7.5,3.9,7.8,2.5,3.1,0.6,3.5,4.1,4.9,1.5,0.8,1.6,2.2,19.8
PG,31,22,1,14.9,3.3,6.3,0,0.5,3.2,5.8,0.8,1.1,0.5,2.1,2.6,4.7,0.9,0.1,1.1,1,7.4
SF,23,18,17,26.3,4.7,8.3,1.2,3,3.5,5.3,0.5,0.7,0.7,1.8,2.4,1.2,0.7,0.5,0.9,3.3,11
SF,26,17,0,8.4,0.8,2.9,0.3,1.5,0.5,1.5,0.1,0.1,0.2,0.9,1.2,0.5,0.3,0.2,0.4,0.8,2.1
SF,32,26,0,15.9,2,4.6,1.6,3.6,0.4,1,0.3,0.5,0.2,1,1.1,1.5,0.3,0.1,0.5,1.3,5.9
C,36,25,0,8.8,2.1,3.2,0,0,2.1,3.1,0.6,1.1,1,2,3,0.4,0.2,0.6,1,1.3,4.8
SG,21,22,3,17.5,1.7,3.9,0.8,2,0.9,1.9,0.9,1.2,0.4,1.5,1.9,0.8,0.4,0.1,0.6,1.6,5
PG,27,10,0,3.6,0.2,0.5,0.2,0.3,0,0.2,0.2,0.2,0,0,0,1,0.1,0.3,0,0.2,0.8
SG,25,28,28,29.1,3.9,9.9,2,5.6,1.8,4.3,2,2.4,0.9,3.2,4.1,3.5,1.6,0.5,1.2,2.4,11.7
C,25,4,0,13.8,0.8,1.5,0,0,0.8,1.5,0.5,0.5,1.5,3,4.5,0.3,0.3,0.3,0.8,2.8,2
SG,27,16,0,11.1,1.9,4.6,1.8,4,0.1,0.6,0.2,0.3,0.3,0.9,1.3,0.9,0.3,0.1,0.4,1,5.9
C,26,19,2,12,2,4,0.5,1.7,1.5,2.3,0.8,1.1,0.7,2.2,2.9,0.5,0.5,0.3,0.6,1.1,5.4
PG,30,10,0,12.2,1,3,0.5,1.8,0.5,1.2,0.4,0.6,0,0.5,0.5,2.7,0.2,0.1,1.1,0.6,2.9
SF,32,25,25,24.1,5.4,11.2,1.6,4.2,3.8,7,1.5,1.8,0.7,4,4.7,4.2,0.8,0.1,1.9,2.2,13.8
SF,21,25,19,31.4,5.6,12.8,1.9,5,3.7,7.8,1.5,1.9,0.9,3.1,4,2.2,0.6,0.5,1.7,2.8,14.6
SF,24,3,0,4,0.7,1,0.3,0.3,0.3,0.7,0,0,0,0.3,0.3,0,0,0,0.3,0.7,1.7
SF,20,3,0,2,0.3,0.7,0,0,0.3,0.7,0,0,0,2,2,0.3,0,0,0,0.3,0.7
SF,19,1,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1
PG,35,5,0,9.4,0.8,2.4,0.8,1.6,0,0.8,0,0,0.2,0.8,1,1,0.2,0.2,0.6,1.6,2.4
SG,27,26,0,15.3,1.8,4.9,0.5,1.8,1.4,3.1,1.4,1.7,0.2,1.4,1.6,1.5,0.5,0.1,1,1.5,5.5
SF,24,6,0,6.3,0.3,1,0.3,0.7,0,0.3,0.2,0.3,0.7,0.2,0.8,0,0,0.2,0.2,0.3,1.2
SF,21,11,0,2.5,0.7,1.3,0,0.5,0.7,0.8,0.4,0.5,0.1,0.2,0.3,0.1,0,0.1,0,0.4,1.8
PG,25,21,3,13.5,1.3,3.9,0.6,2.1,0.8,1.8,0.5,0.6,0.1,0.8,0.9,2,0.2,0.1,0.6,1.3,3.7
SG,27,22,22,36.5,9.6,21.3,3.1,8.8,6.5,12.5,5.4,6,1.1,4.5,5.6,5.5,1.8,0.5,2.6,2.3,27.7
PF,22,21,21,33.6,6.8,11.8,0.1,0.5,6.7,11.3,2.4,3.1,2.7,7.8,10.5,2.9,0.8,1.7,2.3,2.9,16
PF,24,3,0,4.7,0.7,1.3,0.3,0.7,0.3,0.7,0,0,0,0.7,0.7,1.3,0.3,0,0.3,0.7,1.7
SG,25,27,0,25,4.7,11,2.6,6.3,2.1,4.7,2.3,2.6,0.4,2.1,2.6,5.2,0.6,0.6,2.2,1.7,14.3
SG,21,30,4,18.2,2.9,6.2,1,3,1.9,3.2,1.3,1.7,1.2,2,3.2,0.9,0.7,0.3,0.8,1.4,8.1
SG,29,2,0,6,0.5,1,0,0.5,0.5,0.5,0,0,0,1,1,1.5,0,0,0.5,0.5,1
SG,22,6,0,2.3,0.2,0.5,0,0.3,0.2,0.2,0,0,0,0.2,0.2,0.2,0.2,0,0.2,0.2,0.3
PG,24,3,3,35,11,21.7,0.7,3.7,10.3,18,5.3,6.3,1,4.7,5.7,9,1,0.7,3.3,1,28
PF,34,21,4,14.4,2.1,4.3,1,2,1.1,2.3,0.3,0.3,0.4,2.1,2.5,0.8,0.3,0.3,0.3,1.7,5.5
PF,34,12,1,10.4,1.2,3.5,0.7,2.3,0.5,1.3,0.1,0.2,0.3,1.7,2,0.8,0.3,0.1,0.6,0.8,3.1
SF,23,10,1,26.5,5.3,10.7,2.8,6.5,2.5,4.2,2.7,3.1,0.2,3.8,4,1.7,0.7,0.4,0.5,1,16.1
SG,27,29,29,34.4,7.8,16.9,2.3,6.1,5.4,10.8,2.4,2.9,0.8,3.7,4.4,5.4,1.6,0.3,2.1,1.6,20.3
PG,26,18,18,29.7,7.3,15.6,2.4,5.4,4.9,10.2,2.7,2.9,0.6,3.4,4,5.7,0.8,0.8,1.8,2,19.8
SF,23,24,24,32.4,6,13,2.6,7,3.3,6,1.7,2,1.4,4.1,5.5,1.7,1.2,0.4,1,2.8,16.2
SF,23,14,0,10.6,0.9,2.7,0.6,1.7,0.4,1,0.2,0.4,0.6,1.1,1.8,0.5,0.8,0.1,0.1,0.9,2.6
SF,26,11,0,7.5,0.6,2.3,0.4,1.8,0.3,0.5,0,0,0.3,0.5,0.8,0.4,0.4,0,0.4,0.5,1.6
C,31,14,0,15.1,1.5,3,0.2,0.8,1.3,2.2,0.3,0.6,1.3,2.9,4.1,0.7,0.6,0.3,0.9,1.4,3.5
PG,24,19,3,18.9,3.3,6.7,0.6,2.2,2.6,4.6,0.3,0.5,0.5,1.1,1.6,4,0.9,0.1,1.3,1.9,7.5
SF,24,26,1,24.8,4.2,7.9,2,4.3,2.2,3.6,1.2,1.7,0.9,2.2,3.1,1,1.1,0.7,0.8,3.3,11.5
PF,30,30,1,22.2,3,7.6,1.5,4.6,1.5,3,0.5,0.5,0.4,3.2,3.6,1.1,0.3,0.1,0.9,2.4,8
PG,21,6,0,3.5,0.5,1.3,0.3,0.8,0.2,0.5,0,0.3,0,0.2,0.2,0,0.2,0,0,0,1.3
PF,23,26,0,10.4,1.3,2.7,0.2,0.4,1.2,2.2,0.8,1.3,1.3,1.1,2.4,0.5,0.2,0.7,0.6,1.6,3.6
SG,24,9,1,17.3,2.4,6.1,0.4,2.6,2,3.6,0.3,0.3,0.3,1.2,1.6,1.8,0.3,0,0.6,1.4,5.7
SG,24,1,0,4,0,1,0,0,0,1,2,2,2,0,2,2,1,0,0,0,2
C,29,27,27,28.5,4.5,9.7,0.6,2.4,3.9,7.3,2.6,3.6,3,7.3,10.3,3.9,1,1.2,2.1,3.6,12.1
SF,30,28,5,27.1,2.7,6.9,2.2,5.7,0.5,1.2,0.4,0.6,0.8,4.2,5,3.3,0.8,0.8,1,2.5,7.9
SF,25,13,0,4.7,0.5,1.4,0.3,0.9,0.2,0.5,0,0,0.2,0.8,1.1,0.3,0.2,0,0.2,0.1,1.4
SG,25,24,11,21,1.9,4.7,0.6,2.3,1.3,2.5,2,2.6,1.6,1.7,3.3,1.2,1,0.5,0.8,1.4,6.3
C,23,29,2,24.7,3.7,6.4,0.4,1.4,3.3,5,1.8,2.1,2.5,4.3,6.9,1.5,0.5,0.9,0.8,2.8,9.6
SF,23,21,10,25.4,2.9,5.9,0.9,2.4,2,3.5,1.2,1.9,1.4,2.1,3.5,2.1,0.9,0.4,0.7,2.2,7.8
C,32,28,7,21.9,2.8,5.1,0.8,2,2,3.2,1.4,1.6,1.4,4.1,5.5,4.5,0.9,0.3,1.8,2.8,7.9
SF,26,15,0,5.7,1.7,2.8,0.3,0.9,1.3,1.9,0.9,1.1,0.6,1,1.6,0.5,0.4,0.1,0.5,0.9,4.5
SF,28,28,1,18.6,3,6.5,1.3,3.5,1.8,3,0.8,1.1,0.4,1.9,2.3,1.8,0.4,0.2,0.6,1.6,8.1
SF,28,18,8,26.2,5.1,10.6,1.8,4.7,3.3,5.8,1.7,2.4,1.1,3.2,4.3,0.7,1.2,0.3,0.7,2.4,13.7
PG,38,27,7,27.4,3,7.7,1.1,3.6,1.9,4.1,1.1,1.3,0.3,3.5,3.8,7.6,1.3,0,1.2,1.8,8.3
PG,29,30,2,16.1,2.2,4.8,1.1,2.8,1.1,2.1,0.6,0.7,0,1.1,1.1,2.4,0.3,0.1,0.8,1.8,6.1
